fixture_id,league_id,home_team_id,away_team_id,status,home_goals,away_goals,elapsed,kickoff_utc,kickoff_sthlm,last_checked,fired_finished_at,fired_sthlm,fired_minutes_after_kickoff,briefs_fired,matchday_fire_capped,la_started,la_sig,la_ended,n_goal_events
1489421,1,jordan,argentina,FT,1,3,90,2026-06-28 02:00:00+00,2026-06-28 04:00:00,2026-06-28 23:59:03.38+00,2026-06-28 03:58:05.548+00,2026-06-28 05:58:05.548,118.0924666666666667,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,1-3-FT-,t,4
1489418,1,algeria,austria,FT,3,3,90,2026-06-28 02:00:00+00,2026-06-28 04:00:00,2026-06-28 23:59:03.046+00,2026-06-28 04:00:16.352+00,2026-06-28 06:00:16.352,120.2725333333333333,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,3-3-FT-,t,6
1561329,1,south_africa,canada,FT,0,1,90,2026-06-28 19:00:00+00,2026-06-28 21:00:00,2026-06-28 23:59:03.531+00,2026-06-28 20:58:03.173+00,2026-06-28 22:58:03.173,118.0528833333333333,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,0-1-FT-,t,1
1562344,1,brazil,japan,FT,2,1,90,2026-06-29 17:00:00+00,2026-06-29 19:00:00,2026-06-29 23:59:01.619+00,2026-06-29 19:03:02.468+00,2026-06-29 21:03:02.468,123.0411333333333333,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,2-1-FT-,t,3
1565176,1,germany,paraguay,PEN,1,1,120,2026-06-29 20:30:00+00,2026-06-29 22:30:00,2026-06-29 23:59:01.966+00,2026-06-29 23:30:06.785+00,2026-06-30 01:30:06.785,180.1130833333333333,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,1-1-FT-,t,3
1562345,1,netherlands,morocco,PEN,1,1,120,2026-06-30 01:00:00+00,2026-06-30 03:00:00,2026-06-30 23:59:02.194+00,2026-06-30 03:54:02.257+00,2026-06-30 05:54:02.257,174.0376166666666667,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,1-1-FT-,t,2
1564789,1,ivory_coast,norway,FT,1,2,90,2026-06-30 17:00:00+00,2026-06-30 19:00:00,2026-06-30 23:59:02.574+00,2026-06-30 18:59:02.137+00,2026-06-30 20:59:02.137,119.0356166666666667,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,1-2-FT-,t,2
1565177,1,france,sweden,FT,3,0,90,2026-06-30 21:00:00+00,2026-06-30 23:00:00,2026-06-30 23:59:02.962+00,2026-06-30 22:54:04.104+00,2026-07-01 00:54:04.104,114.0684000000000000,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,3-0-FT-,t,3
1567306,1,mexico,ecuador,FT,2,0,90,2026-07-01 01:00:00+00,2026-07-01 03:00:00,2026-07-01 23:59:04.815+00,2026-07-01 04:02:04.103+00,2026-07-01 06:02:04.103,182.0683833333333333,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,2-0-FT-,t,2
1567307,1,england,congo_dr,FT,2,1,90,2026-07-01 16:00:00+00,2026-07-01 18:00:00,2026-07-01 23:59:05.589+00,2026-07-01 18:01:02.792+00,2026-07-01 20:01:02.792,121.0465333333333333,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,2-1-FT-,t,3
1567308,1,belgium,senegal,AET,3,2,120,2026-07-01 20:00:00+00,2026-07-01 22:00:00,2026-07-01 23:59:06.234+00,2026-07-01 22:51:02.844+00,2026-07-02 00:51:02.844,171.0474000000000000,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,3-2-FT-,t,5
1562586,1,usa,bosnia_herzegovina,FT,2,0,90,2026-07-02 00:00:00+00,2026-07-02 02:00:00,2026-07-03 01:10:05.729+00,2026-07-02 02:07:03.122+00,2026-07-02 04:07:03.122,127.0520333333333333,"[""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,2-0-FT-,t,2
1567311,1,spain,austria,FT,3,0,90,2026-07-02 19:00:00+00,2026-07-02 21:00:00,2026-07-03 01:10:05.814+00,2026-07-02 20:59:02.31+00,2026-07-02 22:59:02.31,119.0385000000000000,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,3-0-FT-,t,3
1567309,1,portugal,croatia,FT,2,1,90,2026-07-02 23:00:00+00,2026-07-03 01:00:00,2026-07-03 01:10:05.991+00,2026-07-03 01:10:05.991+00,2026-07-03 03:10:05.991,130.0998500000000000,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,2-1-FT-,t,4
1567312,1,switzerland,algeria,FT,2,0,90,2026-07-03 03:00:00+00,2026-07-03 05:00:00,2026-07-04 00:45:10.133+00,2026-07-03 04:57:03.751+00,2026-07-03 06:57:03.751,117.0625166666666667,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,2-0-FT-,t,2
1565178,1,australia,egypt,PEN,1,1,120,2026-07-03 18:00:00+00,2026-07-03 20:00:00,2026-07-04 00:45:10.231+00,2026-07-03 20:53:02.656+00,2026-07-03 22:53:02.656,173.0442666666666667,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,1-1-FT-,t,2
1565179,1,argentina,cape_verde,AET,3,2,120,2026-07-03 22:00:00+00,2026-07-04 00:00:00,2026-07-04 00:45:10.44+00,2026-07-04 00:45:10.44+00,2026-07-04 02:45:10.44,165.1740000000000000,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,3-2-FT-,t,5
1567310,1,colombia,ghana,FT,1,0,90,2026-07-04 01:30:00+00,2026-07-04 03:30:00,2026-07-04 23:59:02.629+00,2026-07-04 03:33:03.418+00,2026-07-04 05:33:03.418,123.0569666666666667,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,1-0-FT-,t,2
1567824,1,canada,morocco,FT,0,3,90,2026-07-04 17:00:00+00,2026-07-04 19:00:00,2026-07-04 23:59:02.846+00,2026-07-04 19:05:05.686+00,2026-07-04 21:05:05.686,125.0947666666666667,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,0-3-FT-,t,3
1569870,1,paraguay,france,FT,0,1,90,2026-07-04 21:00:00+00,2026-07-04 23:00:00,2026-07-04 23:59:03.477+00,2026-07-04 23:05:03.781+00,2026-07-05 01:05:03.781,125.0630166666666667,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,0-1-FT-,t,0
1568100,1,brazil,norway,FT,1,2,90,2026-07-05 20:00:00+00,2026-07-05 22:00:00,2026-07-05 23:59:03.281+00,2026-07-05 22:05:05.75+00,2026-07-06 00:05:05.75,125.0958333333333333,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,1-2-FT-,t,3
1570714,1,mexico,england,FT,2,3,90,2026-07-06 01:00:00+00,2026-07-06 03:00:00,2026-07-06 23:59:05.149+00,2026-07-06 03:06:03.961+00,2026-07-06 05:06:03.961,126.0660166666666667,"[""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,2-3-FT-,t,5
1576756,1,portugal,spain,FT,0,1,90,2026-07-06 19:00:00+00,2026-07-06 21:00:00,2026-07-06 23:59:05.877+00,2026-07-06 21:02:04.103+00,2026-07-06 23:02:04.103,122.0683833333333333,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,0-1-FT-,t,1
1570715,1,usa,belgium,FT,1,4,90,2026-07-07 00:00:00+00,2026-07-07 02:00:00,2026-07-07 23:59:03.4+00,2026-07-07 01:59:02.934+00,2026-07-07 03:59:02.934,119.0489000000000000,"[""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,1-4-FT-,t,5
1576804,1,argentina,egypt,FT,3,2,90,2026-07-07 16:00:00+00,2026-07-07 18:00:00,2026-07-07 23:59:03.961+00,2026-07-07 18:06:04.112+00,2026-07-07 20:06:04.112,126.0685333333333333,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,3-2-FT-,t,5
1576805,1,switzerland,colombia,PEN,0,0,120,2026-07-07 20:00:00+00,2026-07-07 22:00:00,2026-07-07 23:59:04.231+00,2026-07-07 22:51:02.629+00,2026-07-08 00:51:02.629,171.0438166666666667,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,0-0-FT-,t,0
1578539,1,france,morocco,FT,2,0,90,2026-07-09 20:00:00+00,2026-07-09 22:00:00,2026-07-09 23:59:04.205+00,2026-07-09 22:02:02.547+00,2026-07-10 00:02:02.547,122.0424500000000000,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,2-0-FT-,t,2
1581821,1,spain,belgium,FT,2,1,90,2026-07-10 19:00:00+00,2026-07-10 21:00:00,2026-07-10 23:59:02.141+00,2026-07-10 21:00:06.047+00,2026-07-10 23:00:06.047,120.1007833333333333,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,2-1-FT-,t,3
1581037,1,norway,england,AET,1,2,120,2026-07-11 21:00:00+00,2026-07-11 23:00:00,2026-07-11 23:59:02.398+00,2026-07-11 23:47:03.992+00,2026-07-12 01:47:03.992,167.0665333333333333,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,1-2-FT-,t,3
1582681,1,argentina,switzerland,AET,3,1,120,2026-07-12 01:00:00+00,2026-07-12 03:00:00,2026-07-12 23:59:02.037+00,2026-07-12 03:45:05.823+00,2026-07-12 05:45:05.823,165.0970500000000000,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,3-1-FT-,t,4
1585131,1,france,spain,FT,0,2,90,2026-07-14 19:00:00+00,2026-07-14 21:00:00,2026-07-14 23:59:02.335+00,2026-07-14 21:00:05.487+00,2026-07-14 23:00:05.487,120.0914500000000000,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,0-2-FT-,t,2
1586077,1,england,argentina,FT,1,2,90,2026-07-15 19:00:00+00,2026-07-15 21:00:00,2026-07-15 23:59:02.865+00,2026-07-15 21:04:04.623+00,2026-07-15 23:04:04.623,124.0770500000000000,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,1-2-FT-,t,3
1591865,1,france,england,FT,4,6,90,2026-07-18 21:00:00+00,2026-07-18 23:00:00,2026-07-18 23:59:02.179+00,2026-07-18 23:02:04.54+00,2026-07-19 01:02:04.54,122.0756666666666667,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,4-6-FT-,t,10
1591866,1,spain,argentina,AET,1,0,120,2026-07-19 19:00:00+00,2026-07-19 21:00:00,2026-07-19 23:59:01.467+00,2026-07-19 22:04:04.919+00,2026-07-20 00:04:04.919,184.0819833333333333,"[""PREKICK_PUSH"", ""HT"", ""HT_PUSH"", ""FT_PUSH""]",f,t,1-0-FT-,t,1
1557367,39,arsenal,coventry,ABD,,,,2026-08-21 19:00:00+00,2026-08-21 21:00:00,2026-08-22 05:00:00.25282+00,,,,[],f,f,,t,0
